title,genres,keywords
Blade Runner,Science Fiction Drama Thriller,android flying car bounty hunter artificial intelligence (a.i.) genetics based on novel or book dystopia futuristic fugitive cyberpunk los angeles california electronic music score alcoholic tech noir neo-noir philosophical blade runner 2010s
Star Wars: Episode III - Revenge of the Sith,Adventure Action Science Fiction,showdown cult figure vision hatred dream sequence expectant mother space opera chancel
Hacksaw Ridge,Drama History War,japan world war ii violent father pacifism bible gore biography based on true story okinawa conscientious objector religion soldier alcoholic war hero medic us military battle of okinawa congressional medal of honor
Twilight,Fantasy Drama Romance,high school soulmates based on novel or book immortality vampire forbidden love teen movie trust desire washington state duringcreditsstinger woman director interspecies romance based on young adult novel supernatural power good versus evil high school romance vampire human love
Brave,Animation Adventure Comedy Family Action Fantasy,kingdom scotland rebel bravery wish archer bear scot rebellious daughter turns into animal archery ruins aftercreditsstinger peace offering woman director insecure quest grim mischievous irreverent absurd derogatory disdainful disgusted disheartening disrespectful frustrated ridiculous
Ant-Man and the Wasp,Action Adventure Science Fiction,van dream insect flying chase fight superhero ant nuclear missile shrinking based on comic giant insect sequel flashback house arrest alternate dimension tragic villain laboratory fugitive school miniaturization montage toy car giant man female villain aftercreditsstinger duringcreditsstinger marvel cinematic universe (mcu) giant action hero father daughter relationship mother daughter relationship
Maleficent,Fantasy Adventure Action Family Romance,friendship magic kingdom fairy tale fairy prince villain enchantment betrayal curse kindness protector childhood friends good becoming evil raven dark fantasy based on fairy tale retelling literary adaptation true love wings sleeping spell dark forest live action remake creatures cursed princess fairies
Passengers,Drama Romance Science Fiction,android spacecraft asteroid isolation shower hibernation swimming pool automation space robot space station lying gravity trapped in space malfunction proprietary fusion reactor
Life of Pi,Adventure Drama,sea faith loss of loved one 1970s zebra survival young boy zookeeper orangutan teenage boy hyena meerkat magic realism cargo ship lifeboat injured animal storm at sea told in flashback wreckage loss of family teenage protagonist family loss flying fish
Ex Machina,Drama Science Fiction,android dancing friendship distrust artificial intelligence (a.i.) isolation technology manipulation deception norway laboratory robot power outage surveillance camera consciousness existentialism lockdown philosophical turing test cybernetics gynoid female cyborg human android relationship
The Amazing Spider-Man 2,Action Adventure Fantasy,experiment obsession superhero based on comic sequel electrocution super power
Blade Runner 2049,Science Fiction Drama,future android bounty hunter artificial intelligence (a.i.) genetics dystopia sequel cyberpunk los angeles california las vegas tech noir blade runner 2040s incredulous
Ice Age,Animation Comedy Family Adventure,dying and death human evolution parent child relationship squirrel loss of loved one mammoth sloth stone age prehistory prehistoric creature saber-toothed tiger cavemen road movie neanderthal prehistoric man ground sloth hilarious cheerful
Star Wars: Episode II - Attack of the Clones,Adventure Action Science Fiction,army laser gun senate investigation cult figure wedding kendo space opera spaceport teenage rebellion good becoming evil alien race mechanical hand
Justice League,Action Adventure Science Fiction,superhero based on comic super power superhero team aftercreditsstinger duringcreditsstinger dc extended universe (dceu)
The Hobbit: The Desolation of Smaug,Fantasy Adventure Action,based on novel or book orcs elves dwarf giant spider forest bear dragon turns into animal wizard sword and sorcery
Once Upon a Time… in Hollywood,Comedy Drama Thriller,movie business male friendship based on true story celebrity fame hollywood los angeles california historical fiction buddy filmmaking struggling actor satanic cult revisionist history duringcreditsstinger western filmmaking manson family murders 1960s stunt double old hollywood sharon tate charles manson
Life Is Beautiful,Comedy Drama,dying and death bookshop love of one's life nazi self sacrifice loss of loved one italy riddle mass murder concentration camp fascism holocaust (shoah) world war ii deportation jew persecution story teller riding a bicycle national socialism dark comedy charade concentration camp prisoner romantic comedy dark war nazi germany oscar-nominated
X-Men: Apocalypse,Action Adventure Science Fiction Fantasy,hero superhero mutant based on comic superhuman super power superhero team world domination aftercreditsstinger 1980s
Birdman or (The Unexpected Virtue of Ignorance),Drama Comedy,new york city midlife crisis superhero dark comedy times square marijuana broadway magic realism meditative city life father daughter relationship
Divergent,Action Adventure Science Fiction,future based on novel or book dystopia futuristic alternate reality individuality caste system based on young adult novel
American Sniper,War Action,sniper based on novel or book biography iraq u.s. navy seal iraq war u.s. soldier u.s. marine 9/11 pack guns
How to Train Your Dragon,Fantasy Adventure Animation Family,friendship ship blacksmith island based on novel or book flying arena village training ignorance viking forest flight nest dragon battle combat well warrior pets
Incredibles 2,Action Adventure Animation Family,married couple superhero cartoon sequel parenting family super power
Edward Scissorhands,Fantasy Drama Romance,underdog small town unsociability inventor hairdresser isolation scissors burglar love at first sight fairy tale sadness symbolism castle alone flashback tragic love snow gothic told in flashback christmas horror christmas artificial hair salon signs & wonders love story goth frankenstein topiary
